time,tags,ozone,carbon_monoxide
2019-03-31 18:52:59.442,actual=green,137.0,181.0
2019-03-31 18:52:59.942,actual=green,141.0,177.0
2019-03-31 18:53:00.442,actual=green,141.0,180.0
2019-03-31 18:53:00.942,actual=green,146.0,179.0
2019-03-31 18:53:01.442,actual=green,142.0,182.0
2019-03-31 18:53:01.942,actual=green,142.0,179.0
2019-03-31 18:53:02.442,actual=green,137.0,180.0
2019-03-31 18:53:02.942,actual=green,132.0,179.0
2019-03-31 18:53:03.442,actual=green,133.0,174.0
2019-03-31 18:53:03.942,actual=green,136.0,178.0
2019-03-31 18:53:04.442,actual=green,131.0,176.0
2019-03-31 18:53:04.942,actual=green,128.0,174.0
2019-03-31 18:53:05.442,actual=green,128.0,169.0
2019-03-31 18:53:05.942,actual=green,126.0,164.0
2019-03-31 18:53:06.442,actual=green,122.0,165.0
2019-03-31 18:53:06.942,actual=green,126.0,164.0
2019-03-31 18:53:07.442,actual=green,121.0,161.0
2019-03-31 18:53:07.942,actual=green,125.0,156.0
2019-03-31 18:53:08.442,actual=green,128.0,159.0
2019-03-31 18:53:08.942,actual=green,126.0,155.0
2019-03-31 18:53:09.442,actual=green,131.0,156.0
2019-03-31 18:53:09.942,actual=green,134.0,160.0
2019-03-31 18:53:10.442,actual=green,133.0,158.0
2019-03-31 18:53:10.942,actual=green,133.0,156.0
2019-03-31 18:53:11.442,actual=green,137.0,153.0
2019-03-31 18:53:11.942,actual=green,142.0,158.0
2019-03-31 18:53:12.442,actual=green,139.0,159.0
2019-03-31 18:53:12.942,actual=green,139.0,162.0
2019-03-31 18:53:13.442,actual=green,135.0,159.0
2019-03-31 18:53:13.942,actual=green,139.0,163.0
2019-03-31 18:53:14.442,actual=green,137.0,166.0
2019-03-31 18:53:14.942,actual=green,134.0,167.0
2019-03-31 18:53:15.442,actual=green,129.0,166.0
2019-03-31 18:53:15.942,actual=green,126.0,163.0
2019-03-31 18:53:16.442,actual=green,125.0,159.0
2019-03-31 18:53:16.942,actual=green,126.0,162.0
2019-03-31 18:53:17.442,actual=green,130.0,163.0
2019-03-31 18:53:17.942,actual=green,132.0,168.0
2019-03-31 18:53:18.442,actual=green,129.0,171.0
2019-03-31 18:53:18.942,actual=green,131.0,166.0
2019-03-31 18:53:19.442,actual=green,129.0,163.0
2019-03-31 18:53:19.942,actual=green,131.0,166.0
2019-03-31 18:53:20.442,actual=green,130.0,171.0
2019-03-31 18:53:20.942,actual=green,131.0,176.0
2019-03-31 18:53:21.442,actual=green,128.0,178.0
2019-03-31 18:53:21.942,actual=green,126.0,183.0
2019-03-31 18:53:22.442,actual=green,124.0,187.0
2019-03-31 18:53:22.942,actual=green,126.0,189.0
2019-03-31 18:53:23.442,actual=green,121.0,187.0
2019-03-31 18:53:23.942,actual=green,118.0,182.0
2019-03-31 18:53:24.442,actual=green,113.0,184.0
2019-03-31 18:53:24.942,actual=green,118.0,188.0
2019-03-31 18:53:25.442,actual=green,114.0,189.0
2019-03-31 18:53:25.942,actual=green,113.0,190.0
2019-03-31 18:53:26.442,actual=green,116.0,190.0
2019-03-31 18:53:26.942,actual=green,116.0,191.0
2019-03-31 18:53:27.442,actual=green,119.0,194.0
2019-03-31 18:53:27.942,actual=green,122.0,198.0
2019-03-31 18:53:28.442,actual=green,118.0,203.0
2019-03-31 18:53:28.942,actual=green,113.0,206.0
2019-03-31 18:53:29.442,actual=green,108.0,204.0
2019-03-31 18:53:29.942,actual=green,113.0,208.0
2019-03-31 18:53:30.442,actual=green,110.0,209.0
2019-03-31 18:53:30.942,actual=green,115.0,206.0
2019-03-31 18:53:31.442,actual=green,118.0,211.0
2019-03-31 18:53:31.942,actual=green,121.0,207.0
2019-03-31 18:53:32.442,actual=green,118.0,208.0
2019-03-31 18:53:32.942,actual=green,121.0,205.0
2019-03-31 18:53:33.442,actual=green,126.0,202.0
2019-03-31 18:53:33.942,actual=green,121.0,204.0
2019-03-31 18:53:34.442,actual=green,123.0,199.0
2019-03-31 18:53:34.942,actual=green,120.0,203.0
2019-03-31 18:53:35.442,actual=green,121.0,201.0
2019-03-31 18:53:35.942,actual=green,122.0,205.0
2019-03-31 18:53:36.442,actual=green,121.0,208.0
2019-03-31 18:53:36.942,actual=green,121.0,213.0
2019-03-31 18:53:37.442,actual=green,121.0,203.0
2019-03-31 18:53:37.942,actual=green,125.0,208.0
2019-03-31 18:53:38.442,actual=green,129.0,207.0
2019-03-31 18:53:38.942,actual=green,125.0,207.0
2019-03-31 18:53:39.442,actual=green,124.0,202.0
2019-03-31 18:53:39.942,actual=green,123.0,204.0
2019-03-31 18:53:40.442,actual=green,118.0,200.0
2019-03-31 18:53:40.942,actual=green,122.0,198.0
2019-03-31 18:53:41.442,actual=green,117.0,201.0
2019-03-31 18:53:41.942,actual=green,120.0,199.0
2019-03-31 18:53:42.442,actual=green,124.0,202.0
2019-03-31 18:53:42.942,actual=green,123.0,203.0
2019-03-31 18:53:43.442,actual=green,119.0,205.0
2019-03-31 18:53:43.942,actual=green,114.0,203.0
2019-03-31 18:53:44.442,actual=green,119.0,207.0
2019-03-31 18:53:44.942,actual=green,116.0,205.0
2019-03-31 18:53:45.442,actual=green,117.0,207.0
2019-03-31 18:53:45.942,actual=green,121.0,211.0
2019-03-31 18:53:46.442,actual=green,121.0,204.0
2019-03-31 18:53:46.942,actual=green,122.0,206.0
2019-03-31 18:53:47.442,actual=green,121.0,211.0
2019-03-31 18:53:47.942,actual=green,123.0,209.0
2019-03-31 18:53:48.442,actual=green,122.0,214.0
2019-03-31 18:53:48.942,actual=green,118.0,205.0
2019-03-31 18:53:49.442,actual=green,119.0,204.0
2019-03-31 18:53:49.942,actual=green,121.0,204.0
2019-03-31 18:53:50.442,actual=green,117.0,206.0
2019-03-31 18:53:50.942,actual=green,120.0,211.0
2019-03-31 18:53:51.442,actual=green,123.0,210.0
2019-03-31 18:53:51.942,actual=green,123.0,205.0
2019-03-31 18:53:52.442,actual=green,126.0,207.0
2019-03-31 18:53:52.942,actual=green,124.0,210.0
2019-03-31 18:53:53.442,actual=green,123.0,207.0
2019-03-31 18:53:53.942,actual=green,124.0,205.0
2019-03-31 18:53:54.442,actual=green,124.0,210.0
2019-03-31 18:53:54.942,actual=green,122.0,210.0
2019-03-31 18:53:55.442,actual=green,117.0,209.0
2019-03-31 18:53:55.942,actual=green,115.0,212.0
2019-03-31 18:53:56.442,actual=green,112.0,205.0
2019-03-31 18:53:56.942,actual=green,116.0,201.0
2019-03-31 18:53:57.442,actual=green,118.0,200.0
2019-03-31 18:53:57.942,actual=green,115.0,200.0
2019-03-31 18:53:58.442,actual=green,119.0,196.0
2019-03-31 18:53:58.942,actual=green,118.0,191.0
2019-03-31 18:53:59.442,actual=green,122.0,191.0
2019-03-31 18:53:59.942,actual=green,125.0,195.0
2019-03-31 18:54:00.442,actual=green,130.0,190.0
2019-03-31 18:54:00.942,actual=green,125.0,190.0
2019-03-31 18:54:01.442,actual=green,129.0,189.0
2019-03-31 18:54:01.942,actual=green,127.0,189.0
2019-03-31 18:54:02.442,actual=green,126.0,184.0
2019-03-31 18:54:02.942,actual=green,130.0,189.0
2019-03-31 18:54:03.442,actual=green,133.0,189.0
2019-03-31 18:54:03.942,actual=green,135.0,191.0
2019-03-31 18:54:04.442,actual=green,140.0,191.0
2019-03-31 18:54:04.942,actual=green,139.0,189.0
2019-03-31 18:54:05.442,actual=green,139.0,186.0
2019-03-31 18:54:05.942,actual=green,139.0,191.0
2019-03-31 18:54:06.442,actual=green,134.0,194.0
2019-03-31 18:54:06.942,actual=green,137.0,198.0
2019-03-31 18:54:07.442,actual=green,139.0,198.0
2019-03-31 18:54:07.942,actual=green,139.0,197.0
2019-03-31 18:54:08.442,actual=green,142.0,193.0
2019-03-31 18:54:08.942,actual=green,141.0,197.0
2019-03-31 18:54:09.442,actual=green,139.0,201.0
2019-03-31 18:54:09.942,actual=green,142.0,203.0
2019-03-31 18:54:10.442,actual=green,142.0,208.0
2019-03-31 18:54:10.942,actual=green,139.0,212.0
2019-03-31 18:54:11.442,actual=green,136.0,204.0
2019-03-31 18:54:11.942,actual=green,131.0,201.0
2019-03-31 18:54:12.442,actual=green,129.0,204.0
2019-03-31 18:54:12.942,actual=green,133.0,199.0
2019-03-31 18:54:13.442,actual=green,136.0,197.0
2019-03-31 18:54:13.942,actual=green,137.0,201.0
2019-03-31 18:54:14.442,actual=green,134.0,202.0
2019-03-31 18:54:14.942,actual=green,135.0,202.0
2019-03-31 18:54:15.442,actual=green,140.0,201.0
2019-03-31 18:54:15.942,actual=green,137.0,204.0
2019-03-31 18:54:16.442,actual=green,133.0,200.0
2019-03-31 18:54:16.942,actual=green,132.0,196.0
2019-03-31 18:54:17.442,actual=green,130.0,196.0
2019-03-31 18:54:17.942,actual=green,133.0,200.0
2019-03-31 18:54:18.442,actual=green,137.0,197.0
2019-03-31 18:54:18.942,actual=green,138.0,202.0
2019-03-31 18:54:19.442,actual=green,142.0,205.0
2019-03-31 18:54:19.942,actual=green,142.0,200.0
2019-03-31 18:54:20.442,actual=green,145.0,197.0
2019-03-31 18:54:20.942,actual=green,145.0,195.0
2019-03-31 18:54:21.442,actual=green,144.0,200.0
2019-03-31 18:54:21.942,actual=green,141.0,198.0
2019-03-31 18:54:22.442,actual=green,138.0,194.0
2019-03-31 18:54:22.942,actual=green,138.0,199.0
2019-03-31 18:54:23.442,actual=green,143.0,203.0
2019-03-31 18:54:23.942,actual=green,140.0,206.0
2019-03-31 18:54:24.442,actual=green,136.0,203.0
2019-03-31 18:54:24.942,actual=green,137.0,202.0
2019-03-31 18:54:25.442,actual=green,134.0,205.0
2019-03-31 18:54:25.942,actual=green,136.0,205.0
2019-03-31 18:54:26.442,actual=green,134.0,210.0
2019-03-31 18:54:26.942,actual=green,135.0,215.0
2019-03-31 18:54:27.442,actual=green,132.0,211.0
2019-03-31 18:54:27.942,actual=green,127.0,201.0
2019-03-31 18:54:28.442,actual=green,131.0,197.0
2019-03-31 18:54:28.942,actual=green,127.0,197.0
2019-03-31 18:54:29.442,actual=green,123.0,194.0
2019-03-31 18:54:29.942,actual=green,118.0,198.0
2019-03-31 18:54:30.442,actual=green,115.0,196.0
2019-03-31 18:54:30.942,actual=green,114.0,197.0
2019-03-31 18:54:31.442,actual=green,117.0,200.0
2019-03-31 18:54:31.942,actual=green,114.0,196.0
2019-03-31 18:54:32.442,actual=green,109.0,194.0
2019-03-31 18:54:32.942,actual=green,104.0,194.0
2019-03-31 18:54:33.442,actual=green,101.0,198.0
2019-03-31 18:54:33.942,actual=green,101.0,199.0
2019-03-31 18:54:34.442,actual=green,105.0,202.0
2019-03-31 18:54:34.942,actual=green,102.0,198.0
2019-03-31 18:54:35.442,actual=green,100.0,196.0
2019-03-31 18:54:35.942,actual=green,104.0,192.0
2019-03-31 18:54:36.442,actual=green,107.0,188.0
2019-03-31 18:54:36.942,actual=green,104.0,192.0
2019-03-31 18:54:37.442,actual=green,104.0,192.0
2019-03-31 18:54:37.942,actual=green,100.0,197.0
2019-03-31 18:54:38.442,actual=green,98.0,201.0
2019-03-31 18:54:38.942,actual=green,96.0,205.0
2019-03-31 18:54:39.442,actual=green,101.0,204.0
2019-03-31 18:54:39.942,actual=green,98.0,203.0
2019-03-31 18:54:40.442,actual=green,101.0,202.0
2019-03-31 18:54:40.942,actual=green,97.0,203.0
2019-03-31 18:54:41.442,actual=green,100.0,200.0
2019-03-31 18:54:41.942,actual=green,96.0,204.0
2019-03-31 18:54:42.442,actual=green,98.0,202.0
2019-03-31 18:54:42.942,actual=green,98.0,204.0
2019-03-31 18:54:43.442,actual=green,98.0,202.0
2019-03-31 18:54:43.942,actual=green,97.0,201.0
2019-03-31 18:54:44.442,actual=green,93.0,199.0
2019-03-31 18:54:44.942,actual=green,96.0,195.0
2019-03-31 18:54:45.442,actual=green,93.0,199.0
2019-03-31 18:54:45.942,actual=green,89.0,204.0
2019-03-31 18:54:46.442,actual=green,84.0,200.0
2019-03-31 18:54:46.942,actual=green,85.0,196.0
2019-03-31 18:54:47.442,actual=green,88.0,195.0
2019-03-31 18:54:47.942,actual=green,92.0,191.0
2019-03-31 18:54:48.442,actual=green,92.0,195.0
2019-03-31 18:54:48.942,actual=green,92.0,196.0
2019-03-31 18:54:49.442,actual=green,93.0,195.0
2019-03-31 18:54:49.942,actual=green,88.0,200.0
2019-03-31 18:54:50.442,actual=green,92.0,198.0
2019-03-31 18:54:50.942,actual=green,96.0,202.0
2019-03-31 18:54:51.442,actual=green,96.0,200.0
2019-03-31 18:54:51.942,actual=green,95.0,202.0
2019-03-31 18:54:52.442,actual=green,99.0,201.0
2019-03-31 18:54:52.942,actual=green,98.0,205.0
2019-03-31 18:54:53.442,actual=green,103.0,209.0
2019-03-31 18:54:53.942,actual=green,100.0,209.0
2019-03-31 18:54:54.442,actual=green,97.0,214.0
2019-03-31 18:54:54.942,actual=green,92.0,211.0
2019-03-31 18:54:55.442,actual=green,95.0,202.0
2019-03-31 18:54:55.942,actual=green,92.0,197.0
2019-03-31 18:54:56.442,actual=green,97.0,193.0
2019-03-31 18:54:56.942,actual=green,99.0,197.0
2019-03-31 18:54:57.442,actual=green,102.0,196.0
2019-03-31 18:54:57.942,actual=green,100.0,191.0
2019-03-31 18:54:58.442,actual=green,102.0,191.0
2019-03-31 18:54:58.942,actual=green,101.0,189.0
2019-03-31 18:54:59.442,actual=green,97.0,187.0
2019-03-31 18:54:59.942,actual=green,100.0,189.0
2019-03-31 18:55:00.442,actual=green,96.0,190.0
2019-03-31 18:55:00.942,actual=green,98.0,192.0
2019-03-31 18:55:01.442,actual=green,97.0,197.0
2019-03-31 18:55:01.942,actual=green,98.0,194.0
2019-03-31 18:55:02.442,actual=green,101.0,199.0
2019-03-31 18:55:02.942,actual=green,101.0,203.0
2019-03-31 18:55:03.442,actual=green,102.0,201.0
2019-03-31 18:55:03.942,actual=green,102.0,205.0
2019-03-31 18:55:04.442,actual=green,105.0,202.0
2019-03-31 18:55:04.942,actual=green,100.0,201.0
2019-03-31 18:55:05.442,actual=green,102.0,205.0
2019-03-31 18:55:05.942,actual=green,101.0,204.0
2019-03-31 18:55:06.442,actual=green,106.0,201.0
2019-03-31 18:55:06.942,actual=green,110.0,197.0
2019-03-31 18:55:07.442,actual=green,109.0,202.0
2019-03-31 18:55:07.942,actual=green,104.0,201.0
2019-03-31 18:55:08.442,actual=green,108.0,197.0
2019-03-31 18:55:08.942,actual=green,108.0,197.0
2019-03-31 18:55:09.442,actual=green,104.0,202.0
2019-03-31 18:55:09.942,actual=green,102.0,198.0
2019-03-31 18:55:10.442,actual=green,100.0,193.0
2019-03-31 18:55:10.942,actual=green,103.0,192.0
2019-03-31 18:55:11.442,actual=green,108.0,187.0
2019-03-31 18:55:11.942,actual=green,106.0,192.0
2019-03-31 18:55:12.442,actual=green,110.0,192.0
2019-03-31 18:55:12.942,actual=green,111.0,197.0
2019-03-31 18:55:13.442,actual=green,116.0,200.0
2019-03-31 18:55:13.942,actual=green,118.0,203.0
2019-03-31 18:55:14.442,actual=green,117.0,203.0
2019-03-31 18:55:14.942,actual=green,113.0,199.0
2019-03-31 18:55:15.442,actual=green,110.0,199.0
2019-03-31 18:55:15.942,actual=green,108.0,198.0
2019-03-31 18:55:16.442,actual=green,113.0,193.0
2019-03-31 18:55:16.942,actual=green,112.0,194.0
2019-03-31 18:55:17.442,actual=green,111.0,191.0
2019-03-31 18:55:17.942,actual=green,108.0,186.0
2019-03-31 18:55:18.442,actual=green,105.0,186.0
2019-03-31 18:55:18.942,actual=green,101.0,187.0
2019-03-31 18:55:19.442,actual=green,103.0,187.0
2019-03-31 18:55:19.942,actual=green,104.0,189.0
2019-03-31 18:55:20.442,actual=green,107.0,186.0
2019-03-31 18:55:20.942,actual=green,112.0,186.0
2019-03-31 18:55:21.442,actual=green,108.0,190.0
2019-03-31 18:55:21.942,actual=green,105.0,188.0
2019-03-31 18:55:22.442,actual=green,105.0,190.0
2019-03-31 18:55:22.942,actual=green,100.0,195.0
2019-03-31 18:55:23.442,actual=green,100.0,193.0
2019-03-31 18:55:23.942,actual=green,95.0,189.0
2019-03-31 18:55:24.442,actual=green,96.0,193.0
2019-03-31 18:55:24.942,actual=green,100.0,198.0
2019-03-31 18:55:25.442,actual=green,105.0,200.0
2019-03-31 18:55:25.942,actual=green,104.0,202.0
2019-03-31 18:55:26.442,actual=green,100.0,206.0
2019-03-31 18:55:26.942,actual=green,102.0,206.0
2019-03-31 18:55:27.442,actual=green,106.0,202.0
2019-03-31 18:55:27.942,actual=green,101.0,198.0
2019-03-31 18:55:28.442,actual=green,106.0,202.0
2019-03-31 18:55:28.942,actual=green,103.0,197.0
2019-03-31 18:55:29.442,actual=green,106.0,194.0
2019-03-31 18:55:29.942,actual=green,103.0,192.0
2019-03-31 18:55:30.442,actual=green,98.0,187.0
2019-03-31 18:55:30.942,actual=green,102.0,183.0
2019-03-31 18:55:31.442,actual=green,105.0,186.0
2019-03-31 18:55:31.942,actual=green,101.0,186.0
2019-03-31 18:55:32.442,actual=green,97.0,184.0
2019-03-31 18:55:32.942,actual=green,100.0,183.0
2019-03-31 18:55:33.442,actual=green,98.0,181.0
2019-03-31 18:55:33.942,actual=green,103.0,179.0
2019-03-31 18:55:34.442,actual=green,100.0,180.0
2019-03-31 18:55:34.942,actual=green,99.0,177.0
2019-03-31 18:55:35.442,actual=green,98.0,174.0
2019-03-31 18:55:35.942,actual=green,103.0,171.0
2019-03-31 18:55:36.442,actual=green,105.0,175.0
2019-03-31 18:55:36.942,actual=green,110.0,172.0
2019-03-31 18:55:37.442,actual=green,108.0,175.0
2019-03-31 18:55:37.942,actual=green,103.0,175.0
2019-03-31 18:55:38.442,actual=green,102.0,172.0
2019-03-31 18:55:38.942,actual=green,99.0,168.0
2019-03-31 18:55:39.442,actual=green,94.0,168.0
2019-03-31 18:55:39.942,actual=green,94.0,173.0
2019-03-31 18:55:40.442,actual=green,97.0,174.0
2019-03-31 18:55:40.942,actual=green,102.0,175.0
2019-03-31 18:55:41.442,actual=green,97.0,173.0
2019-03-31 18:55:41.942,actual=green,102.0,175.0
2019-03-31 18:55:42.442,actual=green,101.0,172.0
2019-03-31 18:55:42.942,actual=green,101.0,172.0
2019-03-31 18:55:43.442,actual=green,97.0,172.0
2019-03-31 18:55:43.942,actual=green,100.0,173.0
2019-03-31 18:55:44.442,actual=green,101.0,169.0
2019-03-31 18:55:44.942,actual=green,103.0,166.0
2019-03-31 18:55:45.442,actual=green,99.0,170.0
2019-03-31 18:55:45.942,actual=green,100.0,169.0
2019-03-31 18:55:46.442,actual=green,105.0,168.0
2019-03-31 18:55:46.942,actual=green,105.0,168.0
2019-03-31 18:55:47.442,actual=green,101.0,171.0
2019-03-31 18:55:47.942,actual=green,97.0,174.0
2019-03-31 18:55:48.442,actual=green,98.0,172.0
2019-03-31 18:55:48.942,actual=green,103.0,168.0
2019-03-31 18:55:49.442,actual=green,108.0,166.0
2019-03-31 18:55:49.942,actual=green,104.0,169.0
2019-03-31 18:55:50.442,actual=green,107.0,172.0
2019-03-31 18:55:50.942,actual=green,112.0,176.0
2019-03-31 18:55:51.442,actual=green,110.0,173.0
2019-03-31 18:55:51.942,actual=green,113.0,175.0
2019-03-31 18:55:52.442,actual=green,110.0,174.0
2019-03-31 18:55:52.942,actual=green,106.0,177.0
2019-03-31 18:55:53.442,actual=green,103.0,172.0
2019-03-31 18:55:53.942,actual=green,108.0,167.0
2019-03-31 18:55:54.442,actual=green,106.0,166.0
2019-03-31 18:55:54.942,actual=green,106.0,163.0
2019-03-31 18:55:55.442,actual=green,104.0,158.0
2019-03-31 18:55:55.942,actual=green,107.0,155.0
2019-03-31 18:55:56.442,actual=green,103.0,152.0
2019-03-31 18:55:56.942,actual=green,108.0,152.0
2019-03-31 18:55:57.442,actual=green,111.0,154.0
2019-03-31 18:55:57.942,actual=green,116.0,150.0
2019-03-31 18:55:58.442,actual=green,120.0,146.0
2019-03-31 18:55:58.942,actual=green,118.0,147.0
2019-03-31 18:55:59.442,actual=green,122.0,152.0
2019-03-31 18:55:59.942,actual=green,125.0,154.0
2019-03-31 18:56:00.442,actual=green,130.0,149.0
2019-03-31 18:56:00.942,actual=green,132.0,151.0
2019-03-31 18:56:01.442,actual=green,135.0,154.0
2019-03-31 18:56:01.942,actual=green,139.0,152.0
2019-03-31 18:56:02.442,actual=green,142.0,150.0
2019-03-31 18:56:02.942,actual=green,138.0,152.0
2019-03-31 18:56:03.442,actual=green,143.0,154.0
2019-03-31 18:56:03.942,actual=green,138.0,159.0
2019-03-31 18:56:04.442,actual=green,141.0,156.0
2019-03-31 18:56:04.942,actual=green,143.0,158.0
2019-03-31 18:56:05.442,actual=green,143.0,159.0
2019-03-31 18:56:05.942,actual=green,140.0,156.0
2019-03-31 18:56:06.442,actual=green,145.0,161.0
2019-03-31 18:56:06.942,actual=green,145.0,159.0
2019-03-31 18:56:07.442,actual=green,143.0,162.0
2019-03-31 18:56:07.942,actual=green,141.0,163.0
2019-03-31 18:56:08.442,actual=green,138.0,165.0
2019-03-31 18:56:08.942,actual=green,143.0,168.0
2019-03-31 18:56:09.442,actual=green,139.0,170.0
2019-03-31 18:56:09.942,actual=green,141.0,170.0
2019-03-31 18:56:10.442,actual=green,141.0,165.0
2019-03-31 18:56:10.942,actual=green,137.0,165.0
2019-03-31 18:56:11.442,actual=green,142.0,160.0
2019-03-31 18:56:11.942,actual=green,142.0,158.0
2019-03-31 18:56:12.442,actual=green,142.0,156.0
2019-03-31 18:56:12.942,actual=green,147.0,152.0
2019-03-31 18:56:13.442,actual=green,150.0,155.0
2019-03-31 18:56:13.942,actual=green,155.0,158.0
2019-03-31 18:56:14.442,actual=green,151.0,162.0
2019-03-31 18:56:14.942,actual=green,147.0,161.0
2019-03-31 18:56:15.442,actual=green,149.0,159.0
2019-03-31 18:56:15.942,actual=green,147.0,160.0
2019-03-31 18:56:16.442,actual=green,147.0,158.0
2019-03-31 18:56:16.942,actual=green,143.0,154.0
2019-03-31 18:56:17.442,actual=green,143.0,149.0
2019-03-31 18:56:17.942,actual=green,141.0,153.0
2019-03-31 18:56:18.442,actual=green,138.0,155.0
2019-03-31 18:56:18.942,actual=green,138.0,155.0
2019-03-31 18:56:19.442,actual=green,136.0,158.0
2019-03-31 18:56:19.942,actual=green,138.0,161.0
2019-03-31 18:56:20.442,actual=green,135.0,166.0
2019-03-31 18:56:20.942,actual=green,138.0,162.0
2019-03-31 18:56:21.442,actual=green,135.0,160.0
2019-03-31 18:56:21.942,actual=green,133.0,155.0
2019-03-31 18:56:22.442,actual=green,131.0,153.0
2019-03-31 18:56:22.942,actual=green,126.0,154.0
2019-03-31 18:56:23.442,actual=green,126.0,151.0
2019-03-31 18:56:23.942,actual=green,127.0,150.0
2019-03-31 18:56:24.442,actual=green,128.0,145.0
2019-03-31 18:56:24.942,actual=green,132.0,145.0
2019-03-31 18:56:25.442,actual=green,135.0,142.0
2019-03-31 18:56:25.942,actual=green,138.0,139.0
2019-03-31 18:56:26.442,actual=green,140.0,142.0
2019-03-31 18:56:26.942,actual=green,145.0,139.0
2019-03-31 18:56:27.442,actual=green,148.0,135.0
2019-03-31 18:56:27.942,actual=green,153.0,139.0
2019-03-31 18:56:28.442,actual=green,149.0,137.0
2019-03-31 18:56:28.942,actual=green,153.0,133.0
2019-03-31 18:56:29.442,actual=green,155.0,137.0
2019-03-31 18:56:29.942,actual=green,154.0,136.0
2019-03-31 18:56:30.442,actual=green,159.0,135.0
2019-03-31 18:56:30.942,actual=green,163.0,134.0
2019-03-31 18:56:31.442,actual=green,165.0,133.0
2019-03-31 18:56:31.942,actual=green,162.0,132.0
2019-03-31 18:56:32.442,actual=green,161.0,132.0
2019-03-31 18:56:32.942,actual=green,157.0,137.0
2019-03-31 18:56:33.442,actual=green,156.0,140.0
2019-03-31 18:56:33.942,actual=green,161.0,138.0
2019-03-31 18:56:34.442,actual=green,158.0,141.0
2019-03-31 18:56:34.942,actual=green,162.0,138.0
2019-03-31 18:56:35.442,actual=green,158.0,133.0
2019-03-31 18:56:35.942,actual=green,154.0,128.0
2019-03-31 18:56:36.442,actual=green,158.0,126.0
2019-03-31 18:56:36.942,actual=green,161.0,130.0
2019-03-31 18:56:37.442,actual=green,159.0,128.0
2019-03-31 18:56:37.942,actual=green,162.0,127.0
2019-03-31 18:56:38.442,actual=green,164.0,124.0
2019-03-31 18:56:38.942,actual=green,166.0,126.0
2019-03-31 18:56:39.442,actual=green,161.0,123.0
2019-03-31 18:56:39.942,actual=green,164.0,124.0
2019-03-31 18:56:40.442,actual=green,169.0,128.0
2019-03-31 18:56:40.942,actual=green,173.0,130.0
2019-03-31 18:56:41.442,actual=green,174.0,135.0
2019-03-31 18:56:41.942,actual=green,179.0,138.0
2019-03-31 18:56:42.442,actual=green,175.0,137.0
2019-03-31 18:56:42.942,actual=green,174.0,134.0
2019-03-31 18:56:43.442,actual=green,171.0,130.0
2019-03-31 18:56:43.942,actual=green,175.0,135.0
2019-03-31 18:56:44.442,actual=green,171.0,138.0
2019-03-31 18:56:44.942,actual=green,176.0,136.0
2019-03-31 18:56:45.442,actual=green,178.0,141.0
2019-03-31 18:56:45.942,actual=green,181.0,139.0
2019-03-31 18:56:46.442,actual=green,185.0,134.0
2019-03-31 18:56:46.942,actual=green,181.0,134.0
2019-03-31 18:56:47.442,actual=green,184.0,130.0
2019-03-31 18:56:47.942,actual=green,179.0,135.0
2019-03-31 18:56:48.442,actual=green,174.0,140.0
2019-03-31 18:56:48.942,actual=green,173.0,135.0
2019-03-31 18:56:49.442,actual=green,176.0,132.0
2019-03-31 18:56:49.942,actual=green,172.0,134.0
2019-03-31 18:56:50.442,actual=green,167.0,130.0
2019-03-31 18:56:50.942,actual=green,169.0,125.0
2019-03-31 18:56:51.442,actual=green,167.0,126.0
2019-03-31 18:56:51.942,actual=green,170.0,128.0
2019-03-31 18:56:52.442,actual=green,173.0,129.0
2019-03-31 18:56:52.942,actual=green,171.0,134.0
2019-03-31 18:56:53.442,actual=green,172.0,138.0
2019-03-31 18:56:53.942,actual=green,174.0,136.0
2019-03-31 18:56:54.442,actual=green,177.0,135.0
2019-03-31 18:56:54.942,actual=green,172.0,134.0
2019-03-31 18:56:55.442,actual=green,169.0,138.0
2019-03-31 18:56:55.942,actual=green,164.0,135.0
2019-03-31 18:56:56.442,actual=green,168.0,135.0
2019-03-31 18:56:56.942,actual=green,167.0,136.0
2019-03-31 18:56:57.442,actual=green,169.0,136.0
2019-03-31 18:56:57.942,actual=green,171.0,140.0
2019-03-31 18:56:58.442,actual=green,172.0,137.0
2019-03-31 18:56:58.942,actual=green,169.0,140.0
2019-03-31 18:56:59.442,actual=green,174.0,138.0
2019-03-31 18:56:59.942,actual=green,176.0,138.0
2019-03-31 18:57:00.442,actual=green,181.0,143.0
2019-03-31 18:57:00.942,actual=green,179.0,140.0
2019-03-31 18:57:01.442,actual=green,183.0,135.0
2019-03-31 18:57:01.942,actual=green,179.0,137.0
2019-03-31 18:57:02.442,actual=green,177.0,132.0
2019-03-31 18:57:02.942,actual=green,175.0,128.0
2019-03-31 18:57:03.442,actual=green,176.0,131.0
2019-03-31 18:57:03.942,actual=green,171.0,131.0
2019-03-31 18:57:04.442,actual=green,166.0,129.0
2019-03-31 18:57:04.942,actual=green,166.0,127.0
2019-03-31 18:57:05.442,actual=green,164.0,132.0
2019-03-31 18:57:05.942,actual=green,159.0,137.0
2019-03-31 18:57:06.442,actual=green,159.0,132.0
2019-03-31 18:57:06.942,actual=green,163.0,130.0
2019-03-31 18:57:07.442,actual=green,163.0,128.0
2019-03-31 18:57:07.942,actual=green,162.0,132.0
2019-03-31 18:57:08.442,actual=green,166.0,132.0
